Team Name,School Name,Team Mascot,Conference,Division,Club Code,Club Code 2,NFS Team Code,NCAA ID
Northern Arizona Lumberjacks,Northern Arizona University,Lumberjacks,Big Sky Conference,1AA,NAU,,AZNO,501.0
Northern Colorado Bears,University of Northern Colorado,Bears,Big Sky Conference,1AA,UNC,NOC,CONO,502.0
Northern Illinois Huskies,Northern Illinois University,Huskies,Mid-American Conference,1A,NIL,NIU,ILNO,503.0
Northern Iowa Panthers,University of Northern Iowa,Panthers,Missouri Valley Football Conference,1AA,UNI,NI,IANO,504.0
Northern Michigan Wildcats,Northern Michigan University,Wildcats,Great Lakes Intercollegiate Athletic Conference,2,NMU,NM,MINO,506.0
Northern State Wolves,Northern State University,Wolves,Northern Sun Intercollegiate Conference,2,NSU,NS,SDNO,1266.0
Northwest Missouri Bearcats,Northwest Missouri State University,Bearcats,Mid-America Intercollegiate Athletic Association,2,NWM,NMS,MONW,507.0
Northwestern Eagles,University of Northwestern,Eagles,Upper Midwest Athletic Conference,3,NWE,UNW,MNNW,30031.0
Northwestern Oklahoma Rangers,Northwestern Oklahoma State University,Rangers,Great American Conference,2,NWO,NOS,OKNW,30178.0
Northwestern Red Raiders,Northwestern College,Red Raiders,Great Plains Athletic Conference,NAIA,NW,NWC,IANW,506072.0
Northwestern State Demons,Northwestern State University,Demons,Southland Conference,1AA,NWS,NW,LANW,508.0
Northwestern Wildcats,Northwestern University,Wildcats,Big Ten Conference,1A,NW,NWU,ILNW,509.0
Northwood Timberwolves,Northwood University,Timberwolves,Great Lakes Intercollegiate Athletic Conference,2,NWT,NWU,MINW,510.0
Norwich Cadets,Norwich University,Cadets,Eastern Collegiate Football Conference,3,NUC,NU,VTNO,511.0
Notre Dame Falcons,Notre Dame College,Falcons,Mountain East Conference,2,NDC,ND,OHND,30126.0
Notre Dame Fighting Irish,University of Notre Dame,Fighting Irish,Independent,1A,ND,UND,INND,513.0
Oberlin Yeomen,Oberlin College,Yeomen,North Coast Athletic Conference,3,OBE,OC,OHOB,515.0
Occidental Tigers,Occidental College,Tigers,Southern California Intercollegiate Athletic Conf.,3,OCC,OC,CAOC,516.0
Ohio Bobcats,Ohio University,Bobcats,Mid-American Conference,1A,OU,OHU,OHUN,519.0
Ohio Dominican Panthers,Ohio Dominican University,Panthers,Great Lakes Intercollegiate Athletic Conference,2,ODU,OD,OHDO,30119.0
Ohio Northern Polar Bears,Ohio Northern University,Polar Bears,Ohio Athletic Conference,3,ONU,OHN,OHNO,517.0
Ohio State Buckeyes,Ohio State University,Buckeyes,Big Ten Conference,1A,OSU,OS,OHST,518.0
Ohio Wesleyan Battling Bishops,Ohio Wesleyan University,Battling Bishops,North Coast Athletic Conference,3,OWU,OW,OHWS,520.0
Oklahoma Baptist Bison,Oklahoma Baptist University,Bison,Great American Conference,2,OB,OBU,OKBP,30202.0
Oklahoma Panhandle Aggies,Oklahoma Panhandle State University,Aggies,Independent,2,OPS,OP,OKPH,506515.0
Oklahoma Sooners,University of Oklahoma,Sooners,Big Twelve Conference,1A,OK,UOK,OKUN,522.0
Oklahoma State Cowboys,Oklahoma State University,Cowboys,Big Twelve Conference,1A,OKC,OKS,OKST,521.0
Old Dominion Monarchs,Old Dominion University,Monarchs,Conference USA,1A,OLD,ODU,VAOD,523.0
Olivet Comets,Olivet College,Comets,Michigan Intercollegiate Athletic Association,3,OLI,OC,MIOL,525.0
Olivet Nazarene Tigers,Olivet Nazarene University,Tigers,Mid-States Football Association,NAIA,ON,ONU,ILOL,506045.0
Oregon Ducks,University of Oregon,Ducks,Pacific Twelve Conference,1A,OR,ORE,ORUN,529.0
Oregon State Beavers,Oregon State University,Beavers,Pacific Twelve Conference,1A,ORE,OSU,ORST,528.0
Ottawa Braves,Ottawa University,Braves,Kansas Collegiate Athletic Conference,NAIA,OTT,OU,KSOT,506046.0
Ottawa Spirit,Ottawa University - Arizona,Spirit,Independent,NAIA,OTA,OU,AZOT,
Otterbein Otters,Otterbein College,Otters,Ohio Athletic Conference,3,OTT,OC,OHOT,531.0
Ouachita Tigers,Ouachita Baptist University,Tigers,Great American Conference,2,OUA,OBU,AROU,1289.0
Pace Settlers,Pace University,Settlers,Northeast-10 Conference,2,PAC,PU,NYPA,533.0
Pacific Boxers,Pacific University,Boxers,Northwest Conference,3,PUB,PCU,ORPA,2751.0
Pacific Lutheran Lutes,Pacific Lutheran University,Lutes,Northwest Conference,3,PLU,PL,WAPL,1297.0
Paine Lions,Paine College,Lions,Southern Intercollegiate Athletic Conference,2,PC,PAI,GAPA,535.0
Pasadena Lancers,Pasadena City College,Lancers,Southern California Football Association,CCCCA,PCC,PAS,CAPC,
Penn State Nittany Lions,Penn State University,Nittany Lions,Big Ten Conference,1A,PSU,PEN,PAST,539.0
Pennsylvania Quakers,University of Pennsylvania,Quakers,Ivy League,1AA,PA,PEN,PAUN,540.0
Phoenix Bears,Phoenix College,Bears,Western States Football Conference,NJCAA,PHX,PHO,AZPH,506470.0
Pikeville Bears,University of Pikeville,Bears,Mid-South Conference,NAIA,PIK,UP,KYPV,504135.0
Pima Aztecs,Pima Community College,Aztecs,Western States Football Conference,NJCAA,PIM,PMA,AZPI,
Pittsburg State Gorillas,Pittsburg State University,Gorillas,Mid-America Intercollegiate Athletic Association,2,PSG,PSU,KSPS,1314.0
Pittsburgh Panthers,University of Pittsburgh,Panthers,Atlantic Coast Conference,1A,PIT,UP,PAPT,545.0
Plymouth State Panthers,Plymouth State College,Panthers,Massachusetts State College Athletic Conference,3,PS,PSC,NHPL,548.0
Point Skyhawks,Point University,Skyhawks,Independent,NAIA,PU,POI,GAPT,500270.0
Pomona-Pitzer Sagehens,Pomona-Pitzer Colleges,Sagehens,Southern California Intercollegiate Athletic Conf.,3,PPC,POP,CAPZ,549.0
Portland State Vikings,Portland State University,Vikings,Big Sky Conference,1AA,PSV,POR,ORPS,550.0
Prairie View A&M Panthers,Prairie View A&M University,Panthers,Southwestern Athletic Conference,1AA,PV,PVA,TXPV,553.0
Presbyterian Blue Hose,Presbyterian College,Blue Hose,Big South Conference,1AA,PRE,PC,SCPR,1320.0
Presentation Saints,Presentation College,Saints,North Star Athletic Association,NAIA,PC,PRE,SDPR,504212.0
Princeton Tigers,Princeton University,Tigers,Ivy League,1AA,PRI,PU,NJPR,554.0
Puget Sound Loggers,University of Puget Sound,Loggers,Northwest Conference,3,PG,UPG,WAPU,557.0
Purdue Boilermakers,Purdue University,Boilermakers,Big Ten Conference,1A,PUR,PU,INPU,559.0
Queen's University,Queen's University,Queen's University,Ontario Universities Athletic Association,Canada,QU,A,CNQN,
Quincy Hawks,Quincy University,Hawks,Great Lakes Valley Conference,2,QUI,QUN,ILQU,561.0
Randolph-Macon Yellow Jackets,Randolph-Macon College,Yellow Jackets,Old Dominion Athletic Conference,3,RM,RMC,VARM,565.0
Red,Red,Red,,2,RED,RED,NBRE,
Redlands Bulldogs,University of Redlands,Bulldogs,Southern California Intercollegiate Athletic Conf.,3,RDB,UR,CARE,567.0
Reinhardt Eagles,Reinhardt University,Eagles,Mid-South Conference,NAIA,REI,RU,GARE,506141.0
Rhode Island Rams,University of Rhode Island,Rams,Colonial Athletic Association,1AA,RI,URI,RIUN,572.0
Rhodes Lynx,Rhodes College,Lynx,Southern Athletic Association,3,RHO,RC,TNSW,573.0
Rice Owls,Rice University,Owls,Conference USA,1A,RIC,RU,TXRI,574.0
Richmond Spiders,University of Richmond,Spiders,Colonial Athletic Association,1AA,RIS,UR,VARI,575.0
Ripon Red Hawks,Ripon College,Red Hawks,Midwest Conference,3,RIP,RC,WIRI,577.0
Robert Morris Colonials,Robert Morris University,Colonials,Northeast Conference,1AA,RMU,ROB,PARM,579.0
Robert Morris Eagles,Robert Morris University,Eagles,Mid-States Football Association,NAIA,RMU,ROB,ILRM,504364.0
Rochester Yellowjackets,University of Rochester,Yellowjackets,Liberty League,3,ROC,RCH,NYRU,581.0
Rockford Regents,Rockford College,Regents,Northern Athletics Conference,3,RCR,RC,ILRF,582.0
Rocky Mountain Battlin' Bears,Rocky Mountain College,Battlin' Bears,Frontier Conference,NAIA,RM,RMC,MTRM,506025.0
Rose-Hulman Fightin' Engineers,Rose-Hulman Institute of Technology,Fightin' Engineers,Heartland Collegiate Athletic Conference,3,RH,ROS,INRH,585.0
Rowan Profs,Rowan University,Profs,New Jersey Athletic Conference,3,ROW,RU,NJGL,259.0
RPI Engineers,Rensselaer Polytechnic Institute,Engineers,Liberty League,3,RPI,REN,NYRE,570.0
Rutgers Scarlet Knights,Rutgers University,Scarlet Knights,Big Ten Conference,1A,RUT,RU,NJRU,587.0
Sacred Heart Pioneers,Sacred Heart University,Pioneers,Northeast Conference,1AA,SH,SAC,CTSH,590.0
Saginaw Valley State Cardinals,Saginaw Valley State University,Cardinals,Great Lakes Intercollegiate Athletic Conference,2,SAG,SVS,MISV,591.0
Saint Anselm Hawks,St. Anselm College,Hawks,Northeast-10 Conference,2,SAC,SA,NHSA,593.0
Saint Augustine's Mighty Falcons,Saint Augustine's College,Mighty Falcons,Central Intercollegiate Athletic Association,2,SA,SAC,NCSA,594.0
Saint Francis Red Flash,Saint Francis University,Red Flash,Northeast Conference,1AA,SF,SFU,PASF,600.0
Saint Francis Xavier University,Saint Francis Xavier University,Saint Francis Xavier University,Atlantic University Sport,Canada,SFX,A,CNFX,
Saint Mary Spires,University of Saint Mary,Spires,Kansas Collegiate Athletic Conference,NAIA,SM,USM,KSSM,506064.0
Saint Mary's Huskies,Saint Mary's University,Huskies,Atlantic University Sport,Canada,SMU,MAR,CNSM,
Saint Vincent Bearcats,Saint Vincent College,Bearcats,Presidents Athletic Conference,3,SV,SVU,PASV,30064.0
Saint Xavier Cougars,Saint Xavier University,Cougars,Mid-States Football Association,NAIA,SX,SXU,ILSX,504660.0
Salisbury Sea Gulls,Salisbury State University,Sea Gulls,New Jersey Athletic Conference,3,SAL,SSU,MDSA,622.0
Salve Regina Seahawks,Salve Regina University,Seahawks,New England Football Conference,3,SR,SAL,RISR,623.0
Sam Houston State Bearkats,Sam Houston State University,Bearkats,Southland Conference,1AA,SHS,SAM,TXSH,624.0
Samford Bulldogs,Samford University,Bulldogs,Southern Conference,1AA,SAM,SMF,ALSM,625.0
San Diego State Aztecs,San Diego State University,Aztecs,Mountain West Conference,1A,SDS,SD,CASS,626.0
San Diego Toreros,University of San Diego,Toreros,Pioneer Football League,1AA,SD,USD,CASU,627.0
San Jose State Spartans,San Jose State University,Spartans,Mountain West Conference,1A,SJS,SJ,CASJ,630.0
Savannah State Tigers,Savannah State University,Tigers,Mid-Eastern Athletic Conference,1AA,SAV,SSU,GASA,632.0
Scottsdale Fighting Artichokes,Scottsdale Community College,Fighting Artichokes,Western States Football Conference,NJCAA,SCC,SCO,AZSC,
Seton Hill Griffins,Seton Hill University,Griffins,Pennsylvania State Athletic Conference,2,SHG,SET,PASE,30063.0
Sewanee Tigers,The University of the South,Tigers,Southern Athletic Association,3,SEW,TUS,TNUS,652.0
Shaw Bears,Shaw University,Bears,Central Intercollegiate Athletic Association,2,SHA,SU,NCSH,636.0
Shenandoah Hornets,Shenandoah University,Hornets,Old Dominion Athletic Conference,3,SHE,SU,VASU,637.0
Shepherd Rams,Shepherd University,Rams,Mountain East Conference,2,SHP,SU,WVSH,10870.0
Shippensburg Raiders,Shippensburg University,Raiders,Pennsylvania State Athletic Conference,2,SU,SHI,PASH,638.0
Shorter Hawks,Shorter University,Hawks,Gulf South Conference,2,SUH,SHO,GASH,30151.0
Siena Heights Saints,Siena Heights University,Saints,Mid-States Football Association,NAIA,SH,SHU,MISH,504800.0
Simon Fraser Clan,Simon Fraser University,Clan,Great Northwest Athletic Conference,2,SIF,SFU,CNSF,30127.0
Simpson Storm,Simpson College,Storm,Iowa Intercollegiate Athletic Conference,3,SIM,SC,IASI,641.0
Sioux Falls Cougars,University of Sioux Falls,Cougars,Northern Sun Intercollegiate Conference,2,SFC,SF,SDSF,30128.0
SJC Pumas,St. Joseph's College,Pumas,Great Lakes Valley Conference,2,SJC,SJ,INSJ,604.0
Slippery Rock The Rock,Slippery Rock University,The Rock,Pennsylvania State Athletic Conference,2,SLI,SRU,PASR,643.0
South,South,South,,OTHER,S,SOU,SOUT,
South Alabama Jaguars,University of South Alabama,Jaguars,Sun Belt Conference,1A,USA,SA,ALSO,646.0
South Carolina Gamecocks,University of South Carolina,Gamecocks,Southeastern Conference,1A,SC,USC,SCUN,648.0
South Carolina State Bulldogs,South Carolina State University,Bulldogs,Mid-Eastern Athletic Conference,1AA,SCS,SC,SCST,647.0
South Dakota Coyotes,University of South Dakota,Coyotes,Missouri Valley Football Conference,1AA,SDC,USD,SDVE,650.0
South Dakota School of Mines Hardrockers,South Dakota School of Mines and Technology,Hardrockers,Great Northwest Athletic Conference,2,SDM,SDT,SDMI,30139.0
South Dakota State Jackrabbits,South Dakota State University,Jackrabbits,Missouri Valley Football Conference,1AA,SDJ,SD,SDST,649.0
South Florida Bulls,University of South Florida,Bulls,American Athletic Conference,1A,USF,SFL,FLSO,651.0
Southeast Missouri Redhawks,Southeast Missouri State University,Redhawks,Ohio Valley Conference,1AA,SEM,SMS,MOSE,654.0
Southeastern Fire,Southeastern University,Fire,The Sun Conference,NAIA,SE,SEU,FLSE,506151.0
Southeastern Louisiana Lions,Southeastern Louisiana University,Lions,Southland Conference,1AA,SEL,SLU,LASE,655.0
Southeastern Oklahoma Savage Storm,Southeastern Oklahoma State University,Savage Storm,Great American Conference,2,SEO,SE,OKSE,1371.0
Southern Arkansas Muleriders,Southern Arkansas University,Muleriders,Great American Conference,2,SAU,SA,ARMA,1376.0
Southern California Trojans,University of Southern California,Trojans,Pacific Twelve Conference,1A,USC,SC,CASC,657.0
Southern Connecticut Owls,Southern Connecticut State University,Owls,Northeast-10 Conference,2,SCT,SCS,CTSO,658.0
Southern Illinois Salukis,Southern Illinois University,Salukis,Missouri Valley Football Conference,1AA,SIU,SOI,ILSO,659.0
Southern Jaguars,Southern University,Jaguars,Southwestern Athletic Conference,1AA,SOU,SU,LASO,665.0
Southern Methodist Mustangs,Southern Methodist University,Mustangs,American Athletic Conference,1A,SMU,SOU,TXMU,663.0
Southern Mississippi Golden Eagles,University of Southern Mississippi,Golden Eagles,Conference USA,1A,USM,SM,MSSO,664.0
Southern Nazarene Crimson Storm,Southern Nazarene University,Crimson Storm,Great American Conference,2,SN,SNU,OKSN,30152.0
Southern Oregon Raiders,Southern Oregon University,Raiders,Frontier Conference,NAIA,SOU,SO,ORSO,506027.0
Southern Utah Thunderbirds,Southern Utah University,Thunderbirds,Big Sky Conference,1AA,SUU,SU,UTSO,667.0
Southern Virginia Knights,Southern Virginia University,Knights,New Jersey Athletic Conference,3,SVK,SVU,VASI,30164.0
Southwest Baptist Bearcats,Southwest Baptist University,Bearcats,Great Lakes Valley Conference,2,SWB,SBU,MOSB,2755.0
Southwest Minnesota Mustangs,Southwest Minnesota State University,Mustangs,Northern Sun Intercollegiate Conference,2,SWM,SMN,MNSW,8736.0
Southwestern Assemblies of God Lions,Southwestern Assemblies of God College,Lions,Central States Football League,NAIA,SAG,SWG,TXSA,506149.0
Southwestern Moundbuilders,Southwestern College,Moundbuilders,Kansas Collegiate Athletic Conference,NAIA,SW,SWC,KSSW,506063.0
Southwestern Oklahoma State Bulldogs,Southwestern Oklahoma State University,Bulldogs,Great American Conference,2,SWO,SOS,OKSW,8744.0
Southwestern Pirates,Southwestern University,Pirates,Southern Collegiate Athletic Conference,3,SW,SWU,TXSU,8746.0
Springfield Pride,Springfield College,Pride,Liberty League,3,SPR,SC,MASP,673.0
St. Ambrose Fighting Bees,St. Ambrose University,Fighting Bees,Mid-States Football Association,NAIA,SA,SAU,IASA,506002.0
St. Andrews University,St. Andrews University,Knights,Independent,NAIA,SNT,SAU,NCAN,506422.0
St. Cloud Huskies,St. Cloud State University,Huskies,Northern Sun Intercollegiate Conference,2,SCH,SC,MNSC,598.0
St. Francis Cougars,St. Francis,Cougars,Mid-States Football Association,NAIA,SF,SFI,INSF,504500.0
St. John Fisher Cardinals,St. John Fisher College,Cardinals,Empire 8 Conference,3,SJF,SJ,NYJF,601.0
St. John's Johnnies,St. John's University,Johnnies,Minnesota Intercollegiate Athletic Conference,3,SJ,SJU,MNSJ,602.0
St. Lawrence Saints,St. Lawrence University,Saints,Liberty League,3,SL,SLU,NYSL,607.0
St. Norbert Green Knights,St. Norbert College,Green Knights,Midwest Conference,3,SGK,SNC,WISN,614.0
St. Olaf Lions,St. Olaf College,Lions,Minnesota Intercollegiate Athletic Conference,3,SO,SOC,MNSO,615.0
St. Scholastica Saints,The College of St. Scholastica,Saints,Upper Midwest Athletic Conference,3,CSS,SS,MNSS,618.0
St. Thomas Tommies,University of St. Thomas,Tommies,Minnesota Intercollegiate Athletic Conference,3,ST,UST,MNST,620.0
Stanford Cardinal,Stanford University,Cardinal,Pacific Twelve Conference,1A,STA,SU,CAST,674.0
Stars,Stars,Stars,,OTHER,STA,STR,STAR,
Stephen F. Austin Lumberjacks,Stephen F. Austin State University,Lumberjacks,Southland Conference,1AA,SFA,SAS,TXSF,676.0
Sterling Warriors,Sterling College,Warriors,Kansas Collegiate Athletic Conference,NAIA,STE,SC,KSSG,506073.0
Stetson Hatters,Stetson University,Hatters,Pioneer Football League,1AA,STE,SU,FLSS,678.0
Stevenson Mustangs,Stevenson University,Mustangs,Middle Atlantic Conference,3,SUM,STE,MDSN,21852.0
Stillman Tigers,Stillman College,Tigers,Southern Intercollegiate Athletic Conference,2,STI,SC,ALSL,680.0
Stonehill Skyhawks,Stonehill College,Skyhawks,Northeast-10 Conference,2,STS,STO,MAST,682.0
Stony Brook Seawolves,Stony Brook University,Seawolves,Colonial Athletic Association,1AA,STO,SBU,NYST,683.0
Stripes,Stripes,Stripes,,OTHER,STR,STP,STRP,
Sul Ross Lobos,Sul Ross State University,Lobos,American Southwest Conference,3,SRS,SUL,TXSR,1390.0
SUNY-Brockport Golden Eagles,SUNY-Brockport,Golden Eagles,Empire 8 Conference,3,BRO,SNY,NYBP,78.0
Susquehanna Crusaders,Susquehanna University,Crusaders,Centennial Conference,3,SUC,SUS,PASU,685.0
Syracuse Orangemen,Syracuse University,Orangemen,Atlantic Coast Conference,1A,SYR,SU,NYSY,688.0
Tabor Bluejays,Tabor College,Bluejays,Kansas Collegiate Athletic Conference,NAIA,TAB,TC,KSTA,506050.0
Tarleton State Texans,Tarleton State University,Texans,Lone Star Conference,2,TAR,TSU,TXTA,1395.0
Taylor Trojans,Taylor University,Trojans,Mid-States Football Association,NAIA,TAY,TU,INTA,506071.0
Temple Owls,Temple University,Owls,American Athletic Conference,1A,TEM,TU,PATE,690.0
Tennessee State Tigers,Tennessee State University,Tigers,Ohio Valley Conference,1AA,TNS,TEN,TNAI,691.0
Tennessee Tech Golden Eagles,Tennessee Tech University,Golden Eagles,Ohio Valley Conference,1AA,TNT,TEN,TNTC,692.0
Tennessee Volunteers,University of Tennessee,Volunteers,Southeastern Conference,1A,TN,TEN,TNUN,694.0
Tennessee-Chattanooga Mocs,University of Tennessee-Chattanooga,Mocs,Southern Conference,1AA,TCH,TEN,TNCH,693.0
Tennessee-Martin Skyhawks,University of Tennessee-Martin,Skyhawks,Ohio Valley Conference,1AA,UTM,TEN,TNMR,695.0
Texas A&M Aggies,Texas A&M University,Aggies,Southeastern Conference,1A,TAM,TEX,TXAM,697.0
Texas A&M-Commerce Lions,Texas A&M University-Commerce,Lions,Lone Star Conference,2,TCL,TAC,TXEA,199.0
Texas A&M-Kingsville Javelinas,Texas A&M University-Kingsville,Javelinas,Lone Star Conference,2,TKJ,TAK,TXAI,696.0
Texas Christian Horned Frogs,Texas Christian University,Horned Frogs,Big Twelve Conference,1A,TCU,TEX,TXCU,698.0
Texas Longhorns,University of Texas,Longhorns,Big Twelve Conference,1A,TX,TEX,TXUN,703.0
Texas Lutheran Bulldogs,Texas Lutheran University,Bulldogs,Southern Collegiate Athletic Conference,3,TLU,TEX,TXLU,1400.0
Texas Southern Tigers,Texas Southern University,Tigers,Southwestern Athletic Conference,1AA,TST,TEX,TXSO,699.0
Texas State Bobcats,Texas State University,Bobcats,Sun Belt Conference,1A,TSU,TEX,TXSW,670.0
Texas Steers,Texas College,Steers,Central States Football League,NAIA,TEX,TC,TXCL,505260.0
Texas Tech Red Raiders,Texas Tech University,Red Raiders,Big Twelve Conference,1A,TTU,TEX,TXTC,700.0
Texas-El Paso Miners,University of Texas-El Paso,Miners,Conference USA,1A,TEP,TEL,TXEP,704.0
The Apprentice School Builders,The Apprentice School,Builders,Independent,3,ASB,TAS,VANN,506125.0
Thiel Tomcats,Thiel College,Tomcats,Presidents Athletic Conference,3,THL,TC,PATH,707.0
Thomas More Saints,Thomas More College,Saints,Presidents Athletic Conference,3,TMC,THO,KYTM,1402.0
Tiffin Dragons,Tiffin University,Dragons,Great Lakes Intercollegiate Athletic Conference,2,TIF,TU,OHTI,1403.0
Toledo Rockets,University of Toledo,Rockets,Mid-American Conference,1A,TOL,UT,OHTO,709.0
Towson Tigers,Towson University,Tigers,Colonial Athletic Association,1AA,TOW,TU,MDTO,711.0
Trine Thunder,Trine,Thunder,Michigan Intercollegiate Athletic Association,3,TRI,T,INTR,30037.0
Trinity Bantams,Trinity College,Bantams,New England Small College Athletic Conference,3,TCB,TC,CTTR,713.0
Trinity International Trojans,Trinity International University,Trojans,Mid-States Football Association,NAIA,TRI,TIU,ILTR,506107.0
Trinity Tigers,Trinity University,Tigers,Southern Collegiate Athletic Conference,3,TUT,TU,TXTR,715.0
Troy Trojans,Troy University,Trojans,Sun Belt Conference,1A,TRY,TRO,ALTR,716.0
Truman State Bulldogs,Truman State University,Bulldogs,Great Lakes Valley Conference,2,TRU,TSU,MONE,499.0
Tufts Jumbos,Tufts University,Jumbos,New England Small College Athletic Conference,3,TUF,TU,MATU,717.0
Tulane Green Wave,Tulane University,Green Wave,American Athletic Conference,1A,TUL,TU,LATU,718.0
Tulsa Golden Hurricane,University of Tulsa,Golden Hurricane,American Athletic Conference,1A,TGH,UT,OKTU,719.0
Tusculum Pioneers,Tusculum College,Pioneers,South Atlantic Conference,2,TUS,TC,TNTU,12830.0
Tuskegee Golden Tigers,Tuskegee University,Golden Tigers,Southern Intercollegiate Athletic Conference,2,TGT,TU,ALTU,720.0
Tyler Apaches,Tyler Junior College,Apaches,Southwest Junior College Football Conference,NJCAA,TJC,TYL,TXTY,30028.0
UMass Dartmouth Corsairs,University of Massachusetts-Dartmouth,Corsairs,Massachusetts State College Athletic Conference,3,MDC,MD,MASE,656.0
Union Bulldogs,Union College,Bulldogs,Mid-South Conference,NAIA,UC,UNI,KYUC,506105.0
Union Dutchmen,Union College (N.Y.),Dutchmen,Liberty League,3,UD,UC,NYUN,727.0
Universite' de Montreal,Universite' de Montreal,Universite' de Montreal,Quebec Student Sports Foundation,Canada,MON,MTL,CNMO,
Universite' de Sherbrooke,Universite' de Sherbrooke,Universite' de Sherbrooke,Quebec Student Sports Foundation,Canada,SHR,UDS,CNSH,
Universite' Laval,Universite' Laval,Universite' Laval,Quebec Student Sports Foundation,Canada,LAV,LVL,CNLV,
University of Alberta,University of Alberta,University of Alberta,Canada West Universities Athletic Association,Canada,UAL,A,CNAL,
University of British Columbia,University of British Columbia,University of British Columbia,Canada West Universities Athletic Association,Canada,UBC,A,CNBC,
University of Manitoba,University of Manitoba,University of Manitoba,Canada West Universities Athletic Association,Canada,UMT,A,CNMT,
University of Regina,University of Regina,University of Regina,Canada West Universities Athletic Association,Canada,URG,A,CNRG,
University of Saskatchewan,University of Saskatchewan,University of Saskatchewan,Canada West Universities Athletic Association,Canada,USK,A,CNSU,
University of St. Francis (Ill.),University of St. Francis (Ill.),Fighting Saints,Mid-States Football Association,NAIA,SFI,A,ILSF,506180.0
University of West Florida,University of West Florida,University of West Florida,Gulf South Conference,2,UWF,WFA,FLWS,11740.0
Upper Iowa Peacocks,Upper Iowa University,Peacocks,Northern Sun Intercollegiate Conference,2,UI,UIU,IAUP,728.0
Urbana Blue Knights,Urbana University,Blue Knights,Mountain East Conference,2,URB,UU,OHUR,30104.0
Ursinus Bears,Ursinus College,Bears,Centennial Conference,3,URS,UC,PAUR,730.0
Utah State Aggies,Utah State University,Aggies,Mountain West Conference,1A,USU,UTS,UTST,731.0
Utah Utes,University of Utah,Utes,Pacific Twelve Conference,1A,UT,UU,UTUN,732.0
Utica Pioneers,Utica College,Pioneers,Empire 8 Conference,3,UTI,UC,NYUT,733.0
UTPB Falcons,University of Texas of the Permian Basin,Falcons,Lone Star Conference,2,TPB,TXP,TXPB,30088.0
UTSA Roadrunners,University of Texas - San Antonio,Roadrunners,Conference USA,1A,TSA,A,TXSN,706.0
Valdosta State Blazers,Valdosta State University,Blazers,Gulf South Conference,2,VSB,VSU,GAVA,734.0
Valley Vikings,Valley City State University,Vikings,North Star Athletic Association,NAIA,VAL,VCS,NDVA,506055.0
Valparaiso Crusaders,Valparaiso University,Crusaders,Pioneer Football League,1AA,VAL,VU,INVA,735.0
Vanderbilt Commodores,Vanderbilt University,Commodores,Southeastern Conference,1A,VAN,VU,TNVA,736.0
Villanova Wildcats,Villanova University,Wildcats,Colonial Athletic Association,1AA,VIL,VU,PAVI,739.0
Virginia at Wise Cavaliers,University of Virginia's College at Wise,Cavaliers,Mountain East Conference,2,VAW,VA,VACV,30181.0
Virginia Cavaliers,University of Virginia,Cavaliers,Atlantic Coast Conference,1A,VA,VIR,VAUN,746.0
Virginia Military Institute Keydets,Virginia Military Institute,Keydets,Southern Conference,1AA,VMI,VIR,VAMI,741.0
Virginia Polytechnic Hokies,Virginia Polytechnic Institute and State University,Hokies,Atlantic Coast Conference,1A,VPI,VIR,VAPI,742.0
Virginia State Trojans,Virginia State University,Trojans,Central Intercollegiate Athletic Association,2,VIR,VSU,VAPE,743.0
Virginia Union Panthers,Virginia Union University,Panthers,Central Intercollegiate Athletic Association,2,VUU,VIR,VAVU,744.0
Virginia University of Lynchburg Dragons,Virginia University of Lynchburg,Dragons,Independent,OTHER,VUL,VLY,VALY,506391.0
Wabash Little Giants,Wabash College,Little Giants,North Coast Athletic Conference,3,WAB,WC,INWA,747.0
Wagner Seahawks,Wagner College,Seahawks,Northeast Conference,1AA,WAG,WC,NYWA,748.0
Wake Forest Demon Deacons,Wake Forest University,Demon Deacons,Atlantic Coast Conference,1A,WF,WFU,NCWF,749.0
Waldorf Warriors,Waldorf College,Warriors,Mid-States Football Association,NAIA,WAL,WC,IAWL,506242.0
Walsh Cavaliers,Walsh University,Cavaliers,Great Lakes Intercollegiate Athletic Conference,2,WAL,WU,OHWA,30141.0
Warner Royals,Warner University,Royals,The Sun Conference,NAIA,WAR,WU,FLWR,505562.0
Wartburg Knights,Wartburg College,Knights,Iowa Intercollegiate Athletic Conference,3,WAR,WC,IAWA,750.0
Washburn Ichabods,Washburn University,Ichabods,Mid-America Intercollegiate Athletic Association,2,WAS,WU,KSWA,2814.0
Washington & Jefferson Presidents,Washington & Jefferson College,Presidents,Presidents Athletic Conference,3,WJP,WJU,PAWJ,751.0
Washington & Lee Generals,Washington & Lee University,Generals,Old Dominion Athletic Conference,3,WLU,WAS,VAWL,752.0
Washington Bears,Washington University (Mo.),Bears,Independent,3,WUB,WUM,MOWA,755.0
Washington Huskies,University of Washington,Huskies,Pacific Twelve Conference,1A,WA,UW,WAUN,756.0
Washington State Cougars,Washington State University,Cougars,Pacific Twelve Conference,1A,WSC,WAS,WAST,754.0
Wayland Baptist Pioneers,Wayland Baptist University,Pioneers,Central States Football League,NAIA,WAY,WB,TXWB,505610.0
Wayne State Warriors,Wayne State University,Warriors,Great Lakes Intercollegiate Athletic Conference,2,WAY,WSU,MIWA,757.0
